actors_126+academy_awards_1880+golden_globes_1733+actors_49,0.3125
academy_awards_3713+actors_94,0.3333333333333333
academy_awards_3423+actors_20,0.3333333333333333
actors_18+academy_awards_3548,0.3333333333333333
actors_11+academy_awards_4146,0.3333333333333333
academy_awards_3624+actors_17,0.3333333333333333
actors_132+golden_globes_1330+academy_awards_1430,0.41666666666666663
actors_97+academy_awards_3480,0.5
actors_104+academy_awards_3059,0.5
actors_91+academy_awards_4015,0.5
actors_93+academy_awards_3813,0.5
academy_awards_3910+actors_92,0.5
actors_82+academy_awards_4469,0.5
academy_awards_3816+actors_15,0.5
actors_99+academy_awards_3366,0.5
academy_awards_3363+actors_21,0.5
academy_awards_4081+actors_12,0.5
actors_9+academy_awards_4270,0.5
academy_awards_4080+actors_90,0.5
academy_awards_3186+actors_102,0.5
actors_60+golden_globes_1236+academy_awards_1330,0.5555555555555555
academy_awards_1169+golden_globes_1087+actors_63,0.5555555555555555
golden_globes_2255+academy_awards_3244+actors_101,0.5555555555555555
golden_globes_2114+academy_awards_2620+actors_112,0.5833333333333333
golden_globes_817+actors_141+academy_awards_902,0.5833333333333333
golden_globes_2279+academy_awards_3716+actors_16,0.5833333333333333
actors_42+golden_globes_1963+academy_awards_2233,0.5833333333333333
actors_6+academy_awards_4399,0.6666666666666666
academy_awards_3305+golden_globes_2263+actors_22,0.6666666666666666
academy_awards_4557+actors_1,0.6666666666666666
actors_85+academy_awards_4397,0.6666666666666666
academy_awards_4446+actors_5,0.6666666666666666
academy_awards_2625+actors_34,0.6666666666666666
actors_4+academy_awards_4475,0.6666666666666666
golden_globes_1983+actors_40+academy_awards_2288,0.6666666666666666
golden_globes_2230+actors_103+academy_awards_3124,0.6666666666666666
golden_globes_372+academy_awards_402+actors_150,0.6666666666666666
actors_19+academy_awards_3488,0.6666666666666666
academy_awards_1279+golden_globes_1189+actors_61,0.6666666666666666
golden_globes_2004+academy_awards_2337+actors_117,0.6666666666666666
actors_76+academy_awards_453+golden_globes_414,0.6666666666666666
academy_awards_2675+golden_globes_2128+actors_111,0.6666666666666666
academy_awards_1168+actors_137+golden_globes_1080,0.6666666666666666
actors_80+academy_awards_4520,0.6666666666666666
actors_78+academy_awards_345+golden_globes_316,0.6666666666666666
golden_globes_1854+actors_123+academy_awards_2035,0.6666666666666666
academy_awards_1731+actors_52+golden_globes_1608,0.6666666666666666
golden_globes_2264+academy_awards_3300+actors_100,0.6666666666666666
academy_awards_3920+actors_14,0.6666666666666666
academy_awards_4261+actors_87,0.6666666666666666
academy_awards_4320+actors_8,0.6666666666666666
golden_globes_1860+actors_46+academy_awards_2040,0.6666666666666666
actors_110+academy_awards_2732+golden_globes_2150,0.6666666666666666
actors_3+academy_awards_4500,0.6666666666666666
actors_81+academy_awards_4491,0.6666666666666666
academy_awards_2446+golden_globes_2043+actors_115,0.6666666666666666
actors_24+academy_awards_3187+golden_globes_2240,0.6666666666666666
actors_88+academy_awards_4201,0.6666666666666666
actors_41+golden_globes_1979+academy_awards_2240,0.6666666666666666
academy_awards_1489+golden_globes_1384+actors_57,0.6666666666666666
golden_globes_1772+academy_awards_1943+actors_48,0.6666666666666666
academy_awards_3625+actors_95+golden_globes_2277,0.6666666666666666
actors_83+academy_awards_4444,0.6666666666666666
academy_awards_4529+actors_2,0.6666666666666666
academy_awards_4140+actors_89,0.75
academy_awards_4363+actors_7,0.75
academy_awards_664+actors_145,0.75
actors_151+academy_awards_346,0.75
academy_awards_4316+actors_86,0.75
academy_awards_3418+actors_98,0.75
actors_84+academy_awards_4442,0.75
academy_awards_4207+actors_10,0.75
actors_13+academy_awards_4020,0.75
actors_29+golden_globes_2198+academy_awards_2892,0.7777777777777777
golden_globes_1541+academy_awards_1633+actors_54,0.7777777777777777
academy_awards_1995+golden_globes_1819+actors_47,0.7777777777777777
academy_awards_503+golden_globes_463+actors_148,0.7777777777777777
academy_awards_618+actors_73+golden_globes_565,0.7777777777777777
academy_awards_2507+golden_globes_2064+actors_114,0.7777777777777777
academy_awards_1778+actors_127+golden_globes_1657,0.7777777777777777
academy_awards_1988+golden_globes_1814+actors_124,0.7777777777777777
academy_awards_1392+golden_globes_1282+actors_59,0.7777777777777777
golden_globes_1785+academy_awards_1936+actors_125,0.7777777777777777
actors_75+academy_awards_508+golden_globes_454,0.7777777777777777
academy_awards_2955+golden_globes_2211+actors_28,0.7777777777777777
golden_globes_1242+actors_134+academy_awards_1331,0.7777777777777777
golden_globes_2226+academy_awards_3132+actors_25,0.7777777777777777
academy_awards_2686+actors_33+golden_globes_2129,0.7777777777777777
academy_awards_723+actors_71+golden_globes_672+actors_144,0.8125
golden_globes_2078+actors_35+academy_awards_2570,0.8333333333333333
academy_awards_2506+golden_globes_2062+actors_36,0.8333333333333333
golden_globes_1286+academy_awards_1383+actors_133,0.8333333333333333
actors_72+academy_awards_671+golden_globes_623,0.8333333333333333
golden_globes_2212+academy_awards_2943+actors_106,0.8333333333333333
actors_147+golden_globes_513+academy_awards_553,0.8333333333333333
academy_awards_2566+actors_113+golden_globes_2093,0.8333333333333333
academy_awards_1435+golden_globes_1325+actors_58,0.8333333333333333
golden_globes_2165+actors_109+academy_awards_2783,0.8333333333333333
golden_globes_562+academy_awards_608+actors_146,0.8333333333333333
actors_142+academy_awards_842+golden_globes_759,0.8333333333333333
golden_globes_1388+academy_awards_1487+actors_131,0.8333333333333333
golden_globes_1482+actors_55+academy_awards_1580,0.8333333333333333
academy_awards_3001+actors_27+golden_globes_2216,0.8333333333333333
academy_awards_3060+golden_globes_2221+actors_26,0.8333333333333333
golden_globes_2187+actors_108+academy_awards_2837,0.8333333333333333
golden_globes_1533+academy_awards_1623+actors_129,0.8333333333333333
academy_awards_1532+actors_130+golden_globes_1436,0.8333333333333333
academy_awards_1776+actors_51+golden_globes_1656,0.8333333333333333
actors_66+academy_awards_1022+golden_globes_920,0.8333333333333333
golden_globes_2042+academy_awards_2452+actors_37,0.8333333333333333
academy_awards_845+golden_globes_758+actors_69,0.8333333333333333
actors_143+golden_globes_717+academy_awards_779,0.8333333333333333
academy_awards_3000+actors_105+golden_globes_2217,0.8333333333333333
academy_awards_968+actors_67+golden_globes_866,0.8333333333333333
actors_107+golden_globes_2205+academy_awards_2883,0.8333333333333333
actors_70+academy_awards_781+golden_globes_720,0.8333333333333333
golden_globes_1684+actors_50+academy_awards_1829,0.8333333333333333
golden_globes_1895+academy_awards_2085+actors_122,0.8333333333333333
actors_128+academy_awards_1671+golden_globes_1569,0.8333333333333333
golden_globes_924+actors_139+academy_awards_1012,0.8333333333333333
academy_awards_2334+golden_globes_2000+actors_39,0.8333333333333333
academy_awards_2731+golden_globes_2147+actors_32,0.8333333333333333
actors_118+academy_awards_2287+golden_globes_1988,0.8333333333333333
actors_74+golden_globes_511+academy_awards_560,0.8333333333333333
golden_globes_1566+actors_53+academy_awards_1680,0.8888888888888888
golden_globes_1125+actors_62+academy_awards_1229,0.8888888888888888
golden_globes_1184+academy_awards_1272+actors_135,0.8888888888888888
golden_globes_1434+actors_56+academy_awards_1541,0.8888888888888888
golden_globes_1970+actors_119+academy_awards_2234,0.8888888888888888
academy_awards_409+actors_77+golden_globes_366,0.8888888888888888
actors_140+golden_globes_872+academy_awards_961,0.8888888888888888
actors_120+golden_globes_1953+academy_awards_2187,0.8888888888888888
academy_awards_2844+actors_30+golden_globes_2184,0.8888888888888888
academy_awards_2389+golden_globes_2023+actors_116,0.8888888888888888
academy_awards_2092+golden_globes_1891+actors_45,0.8888888888888888
golden_globes_1950+academy_awards_2194+actors_43,0.8888888888888888
actors_64+golden_globes_1020+academy_awards_1122,0.8888888888888888
academy_awards_910+actors_68+golden_globes_812,0.8888888888888888
academy_awards_1069+golden_globes_974+actors_65,0.9166666666666666
actors_44+academy_awards_2141+golden_globes_1910,0.9166666666666666
golden_globes_1027+academy_awards_1117+actors_138,0.9166666666666666
golden_globes_2275+actors_96+academy_awards_3540,0.9166666666666666
academy_awards_2137+actors_121+golden_globes_1917,0.9166666666666666
